active_source_references,asset_type,authority_inventory_bytes,authority_inventory_sha256,authority_witness_target_presence,current_public_source_package_presence,distribution_disposition,edition_id,existing_backend_record,extras_installed,format_classification,frozen_bytes,frozen_path,frozen_sha256,id,localized_derivative_target_presence,machine_backend_evidence_artifact_id,name,o018_pyomo_highs,platform_classification,proprietary_runtime_required_for_r017_workflow,recorded_at,redistribution_status,replacement_asset_ids,resource_id,responsible_workflow,rights_component_id,runtime,runtime_closure_disposition,runtime_closure_evidence_artifact_id,runtime_dependencies,runtime_dependency_ids,schema_name,schema_version,source_bytes,source_content_sha256,source_linkage,source_path,status,supersedes_id,target_bytes,target_content_sha256,target_hash_guard,target_path,version,visualization_runtime_closure_role,wheel_artifact_id,witness_kind
,python_tests,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch03.tests,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,8981,3a7b636293a18571e23779fb43510d8b850f00eff9930aff5466c4437754a5ee,pass,o018-open-solver-lab/ch03-spreadsheet-replacements/test_models.py,,,,
,verification_log,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch03.verification-log,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1148,f5c80b6861957d8d507089e498dccc05a9c455bcaa38e3f2a7caec98cc42fc48,pass,o018-open-solver-lab/ch03-spreadsheet-replacements/verification.log,,,,
,verification_receipt_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch03.verification-receipt,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3678,7eb2117ea0493c82f2570fc9ff782ebd04fad2dbfeac5a9e41d6519feaad127b,pass,o018-open-solver-lab/ch03-spreadsheet-replacements/verification-receipt.json,,,,
,markdown_attribution,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.attribution,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3561,808933db5bdac1066f5efbdb2e0f5da8d1c70a1fbd73c544c2f7a27c9ff34852,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/ATTRIBUTION.md,,,,
,model_data_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.data,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,23875,27f8838f6ac9a3bf90d9f19a0dfa446c01087ff748cb64b64df482c39f32c541,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/data.json,,,,
,expected_results_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.expected-results,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3111,a2f65c61b5fa88c4c7ac497ea80bd4ee508b75a32b62c9378943ceab4e5c8dde,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/expected-results.json,,,,
,license_text,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.license-code,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1091,3af65c07da546f32647333f84eb682f040ed45cabfa14ce5e1650f6a67f00ceb,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/LICENSE-CODE.txt,,,,
,python_model,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.model,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,24825,8892395d82826c2f3d6065d042b7fafc92c7aff13f8c544649527d939cce4aab,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/model.py,,,,
,markdown_primary_content,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.readme,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,5967,3c9ec808ffb99edc83f87288fbd2ddb04935a789dc2ee17e03ee443163e2c369,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/README.md,,,,
,computed_results_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.results,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,5492,6e7eb96529ba2d7a3f66f89cda8ca34305b52c542cd5e2c0f0cc3564cf817954,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/results.json,,,,
,python_entrypoint,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.runner,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1733,df1b34247ddf6904f555ef210b1a7eac9ecf7515d65adb165865ee54e5bd291c,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/run_lab.py,,,,
,python_tests,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.tests,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,14157,c86e7818053c5f1b35c7ce7b3414b98e3d61e0ffb19f854576b628e070c0e4ac,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/test_models.py,,,,
,verification_log,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.verification-log,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1537,a958ae6bc854fe0976854b1593e10d655966c9d02c23da5fcbfa8e765b39e708,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/verification.log,,,,
,verification_receipt_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch04.verification-receipt,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4315,e740ef581d6201d415ede348b0188c6f357eb28b45236d6031045896af520f02,pass,o018-open-solver-lab/ch04-compact-modeling-replacements/verification-receipt.json,,,,
,attribution,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.attribution,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3329,2db7ad010e32f75d4b3da7c34f56b952fad089e16ffc01302a43714fd0f628fd,pass,o018-open-solver-lab/ch05-graphical-lp/ATTRIBUTION.md,,,,
,structured_model_data,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.data,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,40532,debeaeecf9d0f4eab2a30ee0a4a4e02bdbfdedb7919a7f73d538b25b80233e2f,pass,o018-open-solver-lab/ch05-graphical-lp/data.json,,,,
,expected_result_contract,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.expected-results,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4925,3b1557e996af699c471ce7f25a96023bc5191a681746d62a6e4520a55a3ec3af,pass,o018-open-solver-lab/ch05-graphical-lp/expected-results.json,,,,
,license_text,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.license-code,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1091,3af65c07da546f32647333f84eb682f040ed45cabfa14ce5e1650f6a67f00ceb,pass,o018-open-solver-lab/ch05-graphical-lp/LICENSE-CODE.txt,,,,
,executable_model_source,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.model,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,19699,7d7520e981cbd6800659d123041b71e986dbc97d9d1e3217845fbb3f9b7ab96c,pass,o018-open-solver-lab/ch05-graphical-lp/model.py,,,,
,deterministic_svg_renderer,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.plot-renderer,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,15449,4573b4e0e2a8b4583fbb9178b3259c555fe82620567361cf47dca70d008de3d1,pass,o018-open-solver-lab/ch05-graphical-lp/plot_svg.py,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-01-region,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3689,97c43c38d68d5b477f468961be1a3aa66d3ec166154e781a5828125cdcbb057e,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_01_region.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-02-region,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3709,10bc71db3fd737be48274bf24629f26610c471d401dfc84b702a6f1d8c42f785,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_02_region.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-03-original,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3804,5e70613ff5550fbbd49f4b2e419e0338f29bd116d87a113953169ad62e6ce85e,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_03_original.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-04-original,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3702,fd24872eac462f4d453ae58628a9cbcfb06372b7073cba11cbdd84dc8012cb9f,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_04_original.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-05-original,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4020,089a82e264fb1a01c92853e06fb6ffb8ba0e5ec68e6a1ba28e97d5bc040e2b50,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_05_original.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-06-original,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3565,2df38efb0d89cca29634d0c5fb35d90721b98cca7ba00e8a93d310237434c35c,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_06_original.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-07-original,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4026,4569a2f6816f744511e0987b348309a98e1c4595514b6f0d50c1ca6113804a4c,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_07_original.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-08-original,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3917,5224cfa1ab56752c6184275846c66e22db3988fe11eb231efaf593edcaa5baa4,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_08_original.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-09-as-written,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3880,df27872e6995108057f3a0634ba6ca606282220e0d6f9667e6e3e78bb3694454,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_09_as_written.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-12-manual,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3961,29310a982d69a33b26300a99f3d5013f6066bab60b8892fba7b77b95033b3cd1,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_12_manual_construction.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-13-lemon,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3748,53f1c0a755043f26e0e1294eb10766eb5ab52b82508ddff49a5dba55a82594a1,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_13_lemon_edge.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-13-water,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3718,e46e7614209a9286d429502d7a64ad368d93fc78e65614fb451f03109a11f7f0,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_13_water_edge.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-14-manual,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3976,93dd40df51b933777f07c0513e1d36e827dc6678bd73742e834a98d72fbe6673,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_14_manual_construction.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-15-original,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3917,a6aded8ef9405513994b760268f10606893a71b33d0f339d6d573d1cad0a596a,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_15_original.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-16-maximum,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4216,ef9f87503462d7d57ffe006446c47b39be99723efe626af2bf6571f821abb0f4,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_16_maximum.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-16-minimum,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4272,dad461ca3534e2f4356d2e7ba3ac9cde36d0b70f24a70df6e40ebe862066108f,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_16_minimum.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-17-edge,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3864,b6f564d06cf07710203ddb06128e160fc86e0d7d77082aff0182ac16449052ab,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_17_edge_tie.svg,,,,
,accessible_svg_plot,,,,,,,,,,,,,asset.o018.ch05.plot.ex05-17-unique,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3964,8a4ac4b30e6b4d381d37b7e9144b63d19560b2e359fe00139fda1fed5a5dffec,pass,o018-open-solver-lab/ch05-graphical-lp/plots/ex05_17_unique_after_change.svg,,,,
,laboratory_guide,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.readme,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3501,cf36db828493aeb130ab275cb677414e8d9e91c21b217e9e0a0bc75482f861c1,pass,o018-open-solver-lab/ch05-graphical-lp/README.md,,,,
,deterministic_result_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.results,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,30221,6d019b95409f1c1d78200a49ee9cf42754e5e698ad15d1eddac699ec23806e40,pass,o018-open-solver-lab/ch05-graphical-lp/results.json,,,,
,deterministic_runner,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.runner,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4485,8e2642945fd57de8de56fa2b5db594518f0acb834f1091a196953b52fc2c89b1,pass,o018-open-solver-lab/ch05-graphical-lp/run_lab.py,,,,
,automated_tests,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.tests,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,16237,9aa934ce3e305a55b798e6ea96c7b26a2d0aecbcb3289ba0b885808d7e233fce,pass,o018-open-solver-lab/ch05-graphical-lp/test_models.py,,,,
,verification_log,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.verification-log,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1338,008ebeb116a7478a4db91ddd9a4cbfe5b4ab6ccff7b11f95705bc4dc3011a8b7,pass,o018-open-solver-lab/ch05-graphical-lp/verification.log,,,,
,verification_receipt_json,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.verification-receipt,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,10641,04c1d8f9a45eff1c9f046a3cc2ae044964a3beae4f82df49766b5cb86d4d9410,pass,o018-open-solver-lab/ch05-graphical-lp/verification-receipt.json,,,,
,verification_program,,,,,,edition.o018.id-id.draft,,,,,,,asset.o018.ch05.verifier,,,,,,,2026-08-23T00:00:00+02:00,,,resource.o018.open-solver-lab,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,8375,fa8389919cdf8d9595fddef877194c8d052bcafa27687d23ee639234317d4f59,pass,o018-open-solver-lab/ch05-graphical-lp/verify_receipt.py,,,,
,attribution,,,,,,,,,,,,,asset.o018.ch06.attribution,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,3071,cc0104b88ed7d8b5cc2ec1558a7f46b4f61f7e8163ec995c7a58e9a5e148007a,pass,o018-open-solver-lab/ch06-formal-mathematics/ATTRIBUTION.md,,,,
,structured_model_data,,,,,,,,,,,,,asset.o018.ch06.data,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,8450,babdbd49360e483ad72273719f44aa78d20cc04fcc47884fc5ae1836559f3680,pass,o018-open-solver-lab/ch06-formal-mathematics/data.json,,,,
,expected_result_contract,,,,,,,,,,,,,asset.o018.ch06.expected-results,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.prose-data,,,,,,interlanguage.asset,0.1.0,,,,,verified,,4708,802f8ac9efcfb183735d1e9c5c40705051d3f2450ee0cb49da0bd6e140944170,pass,o018-open-solver-lab/ch06-formal-mathematics/expected-results.json,,,,
,license_text,,,,,,,,,,,,,asset.o018.ch06.license-code,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,1091,3af65c07da546f32647333f84eb682f040ed45cabfa14ce5e1650f6a67f00ceb,pass,o018-open-solver-lab/ch06-formal-mathematics/LICENSE-CODE.txt,,,,
,executable_model_source,,,,,,,,,,,,,asset.o018.ch06.model,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,31526,efe3c53c998d863635065041de2301b68e735f64f2bedacc085b1f4977b46b53,pass,o018-open-solver-lab/ch06-formal-mathematics/model.py,,,,
,deterministic_svg_renderer,,,,,,,,,,,,,asset.o018.ch06.plot-renderer,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.o018.code,,,,,,interlanguage.asset,0.1.0,,,,,verified,,15466,a4772a9b081104b909b89880f6f354b6b2b48892b7e37e8bec87529f008d65b0,pass,o018-open-solver-lab/ch06-formal-mathematics/plot_svg.py,,,,
